Company,Emp_2018,Emp_2019,Emp_2020,Emp_2021,Emp_2022,Emp_2023,Emp_2024,Emp_2025
Zenith Corp 10216,182704.0,185395.0,185480.0,186065.0,185606.0,188061.0,190924.0,192797.0
Nova Systems 10217,344175.0,346638.0,346186.0,346117.0,347272.0,347584.0,347474.0,347220.0
Quantum Enterprises 10218,163625.0,164488.0,166840.0,168432.0,168325.0,168538.0,168691.0,169571.0
Neo Holdings 10219,233282.0,233139.0,234045.0,236840.0,239556.0,241468.0,244224.0,244314.0
Quantum Systems 10220,336464.0,338326.0,338249.0,337732.0,336868.0,339867.0,339871.0,341524.0
Pioneer Corp 10221,484581.0,483724.0,485561.0,486633.0,487214.0,489725.0,489131.0,490817.0
Stratus Systems 10222,311964.0,314556.0,315165.0,317727.0,317453.0,319776.0,321622.0,320936.0
Stratus Dynamics 10223,236097.0,236002.0,237257.0,238981.0,238199.0,237820.0,237561.0,238425.0
Neo Enterprises 10224,259293.0,260974.0,260972.0,263458.0,264353.0,266439.0,267884.0,270038.0
Delta Corp 10225,254171.0,254908.0,255895.0,256934.0,258013.0,257575.0,258352.0,258549.0
Quantum Industries 10226,373859.0,375469.0,374934.0,376181.0,375938.0,375792.0,376936.0,375951.0
Delta Tech 10227,180666.0,180606.0,183583.0,183331.0,183977.0,186117.0,186099.0,185675.0
Beta Tech 10228,277848.0,280093.0,281059.0,280239.0,282144.0,283691.0,283740.0,285117.0
Aurora Labs 10229,456772.0,456410.0,459193.0,459920.0,462750.0,465681.0,467081.0,470020.0
Nimbus Industries 10230,169073.0,170488.0,169704.0,172218.0,172836.0,172935.0,175022.0,174129.0
Ultra Corp 10231,278674.0,280210.0,279391.0,281058.0,283312.0,283274.0,283052.0,283513.0
Neo Industries 10232,192573.0,193679.0,192940.0,194835.0,197658.0,198463.0,199646.0,200758.0
Quantum Systems 10233,271674.0,271940.0,270998.0,271246.0,272159.0,271708.0,272720.0,275092.0
Pioneer Labs 10234,175438.0,176561.0,178059.0,180294.0,181837.0,182702.0,185541.0,185225.0
Quantum Tech 10235,196247.0,197028.0,199972.0,200318.0,200242.0,201395.0,202058.0,202629.0
Gamma Labs 10236,494035.0,494178.0,496643.0,497599.0,499709.0,502194.0,504319.0,504718.0
Stratus Group 10237,417977.0,418905.0,421118.0,422100.0,423447.0,425841.0,428388.0,430312.0
Helix Labs 10238,128.0,1053.0,1476.0,3130.0,4523.0,7291.0,7848.0,7156.0
Ultra Networks 10239,93698.0,94463.0,96432.0,99312.0,99704.0,100126.0,99351.0,98687.0
Alpha Solutions 10240,425328.0,427446.0,430311.0,430521.0,430120.0,429310.0,432101.0,434518.0
Zenith Corp 10241,493223.0,494666.0,494046.0,493896.0,493360.0,495234.0,495154.0,494747.0
Nimbus Dynamics 10242,450966.0,453446.0,455301.0,456399.0,455646.0,455906.0,457853.0,457318.0
Neo Systems 10243,499807.0,500034.0,502162.0,504698.0,506778.0,506870.0,505995.0,506453.0
Pioneer Holdings 10244,140927.0,142068.0,142688.0,145055.0,145220.0,148075.0,147213.0,149293.0
Quantum Industries 10245,214267.0,214469.0,215587.0,218533.0,220087.0,220690.0,222697.0,224150.0
Cosmos Group 10246,115349.0,117401.0,119200.0,118670.0,119514.0,119223.0,118807.0,119377.0
Ultra Solutions 10247,399652.0,400744.0,400102.0,401297.0,404176.0,405384.0,406744.0,407225.0
Neo Enterprises 10248,498569.0,498379.0,500209.0,502513.0,501522.0,502901.0,504909.0,507149.0
Titan Global 10249,438110.0,438981.0,441020.0,442580.0,442307.0,443752.0,442967.0,445189.0
Neo Enterprises 10250,340383.0,342750.0,342769.0,342945.0,343248.0,345147.0,345201.0,347351.0
Fusion Enterprises 10251,177068.0,178149.0,178359.0,177926.0,177173.0,177553.0,180346.0,182777.0
Fusion Systems 10252,59285.0,59415.0,59649.0,62127.0,62690.0,63664.0,64850.0,66718.0
Aurora Industries 10253,86726.0,88548.0,88054.0,90871.0,93080.0,93115.0,95803.0,97120.0
Omni Industries 10254,301569.0,303414.0,302929.0,304229.0,304788.0,304008.0,307003.0,307795.0
Titan Enterprises 10255,291514.0,291810.0,292804.0,295303.0,295614.0,297712.0,297209.0,297339.0
Delta Dynamics 10256,408029.0,407883.0,407022.0,406558.0,405962.0,408426.0,410435.0,412426.0
Ultra Holdings 10257,159191.0,161136.0,161667.0,163100.0,164485.0,163814.0,164308.0,166660.0
Fusion Networks 10258,186108.0,188502.0,189736.0,188836.0,190352.0,190385.0,192100.0,192143.0
Gamma Dynamics 10259,341312.0,342901.0,342597.0,344539.0,345840.0,347362.0,347930.0,349775.0
Epsilon Group 10260,238296.0,241152.0,240866.0,241312.0,243188.0,245031.0,246568.0,247579.0
Pioneer Systems 10261,397353.0,398479.0,399581.0,399968.0,401127.0,401005.0,401441.0,401824.0
Zenith Labs 10262,178181.0,180842.0,181791.0,183759.0,186578.0,188863.0,188158.0,189011.0
Nimbus Networks 10263,111885.0,113983.0,113190.0,114856.0,117673.0,119067.0,118165.0,117252.0
Vertex Enterprises 10264,140764.0,143358.0,143734.0,146599.0,149532.0,150861.0,149947.0,150422.0
Cosmos Group 10265,39844.0,39784.0,39011.0,41210.0,40299.0,42157.0,43075.0,43803.0
Fusion Group 10266,324670.0,324480.0,323897.0,324906.0,326803.0,328296.0,329375.0,331063.0
Zenith Networks 10267,457779.0,457759.0,457454.0,458583.0,460323.0,460949.0,463546.0,465969.0
Stratus Industries 10268,269593.0,271509.0,274133.0,274802.0,274389.0,275729.0,278416.0,280372.0
Beta Group 10269,363799.0,362841.0,365602.0,367906.0,370550.0,371519.0,372834.0,372060.0
Zenith Corp 10270,354957.0,357635.0,358315.0,357447.0,357546.0,357089.0,359906.0,362213.0
Neo Systems 10271,84681.0,86486.0,86048.0,85578.0,88501.0,88693.0,88478.0,88943.0
Zenith Global 10272,403086.0,405813.0,408679.0,408502.0,409760.0,409904.0,410509.0,411560.0
Cosmos Industries 10273,125204.0,125648.0,125724.0,124873.0,127035.0,129273.0,129667.0,132274.0
Neo Networks 10274,272220.0,272331.0,274452.0,273899.0,273669.0,276250.0,277168.0,278471.0
Pioneer Industries 10275,211644.0,213823.0,215244.0,214249.0,215321.0,215683.0,216404.0,217650.0
Pioneer Solutions 10276,83422.0,83485.0,85450.0,85479.0,84616.0,86212.0,85686.0,85311.0
Apex Global 10277,129749.0,130184.0,131121.0,131408.0,130523.0,131435.0,134364.0,134064.0
Aurora Group 10278,48219.0,49149.0,50571.0,50196.0,50528.0,51379.0,53457.0,54551.0
Aurora Networks 10279,422550.0,421738.0,423937.0,426574.0,426322.0,426013.0,425820.0,427417.0
Nova Dynamics 10280,165050.0,165214.0,167464.0,167821.0,169998.0,170842.0,172326.0,174599.0
Ultra Labs 10281,109420.0,110854.0,111609.0,113562.0,115056.0,116230.0,119068.0,121186.0
Helix Holdings 10282,129685.0,130021.0,129941.0,131430.0,132400.0,132508.0,133491.0,136202.0
Stratus Enterprises 10283,39351.0,38671.0,41651.0,42386.0,44110.0,45191.0,45870.0,47831.0
Beta Enterprises 10284,111692.0,114328.0,117172.0,117847.0,120316.0,119388.0,120413.0,119676.0
Quantum Systems 10285,129978.0,130195.0,130979.0,130467.0,131540.0,133209.0,134530.0,133855.0
Ultra Group 10286,106674.0,106510.0,108636.0,110858.0,111192.0,111514.0,114327.0,116877.0
Stratus Solutions 10287,73072.0,74160.0,74722.0,76513.0,78391.0,77478.0,76755.0,76723.0
Zenith Group 10288,234561.0,237062.0,239387.0,238553.0,241477.0,241750.0,243773.0,246022.0
Apex Systems 10289,31638.0,32512.0,35232.0,37304.0,37830.0,37987.0,39640.0,40152.0
Omni Networks 10290,293551.0,294583.0,295906.0,298055.0,300255.0,302097.0,302267.0,303235.0
Ultra Industries 10291,273475.0,274102.0,274399.0,274412.0,273793.0,276503.0,276744.0,276412.0
Quantum Holdings 10292,368633.0,368483.0,368679.0,371432.0,372621.0,373321.0,375694.0,375760.0
Ultra Enterprises 10293,234125.0,235710.0,235358.0,235796.0,235579.0,237860.0,239603.0,240642.0
Stratus Networks 10294,172378.0,173241.0,174192.0,173488.0,172656.0,175651.0,178465.0,179390.0
Zenith Group 10295,160098.0,161659.0,162889.0,163566.0,166166.0,167179.0,169576.0,168983.0
Quantum Networks 10296,221622.0,220968.0,223195.0,223760.0,224905.0,227176.0,229309.0,229303.0
Nova Industries 10297,493783.0,493039.0,495757.0,496064.0,497626.0,498683.0,500946.0,500406.0
Apex Industries 10298,35759.0,36319.0,38167.0,40486.0,41898.0,44859.0,46171.0,48964.0
Fusion Corp 10299,490055.0,489632.0,490586.0,490315.0,490313.0,490918.0,490546.0,491948.0
Vertex Systems 10300,182956.0,184861.0,187030.0,189757.0,192347.0,194020.0,193676.0,194755.0
Neo Systems 10301,110179.0,109414.0,110118.0,110662.0,112363.0,113705.0,114407.0,114646.0
Zenith Labs 10302,378684.0,378519.0,379814.0,381413.0,381351.0,382880.0,384529.0,384610.0
Cosmos Global 10303,111440.0,112203.0,114995.0,114581.0,114500.0,115082.0,116182.0,118233.0
Pioneer Holdings 10304,271758.0,273205.0,274465.0,274564.0,276258.0,277474.0,278949.0,279999.0
Beta Tech 10305,489261.0,490129.0,491464.0,494443.0,494125.0,495820.0,498322.0,500697.0
Helix Global 10306,269939.0,270133.0,272697.0,274903.0,276989.0,278699.0,280450.0,280582.0
Gamma Corp 10307,174330.0,175191.0,175180.0,177656.0,176828.0,176405.0,177980.0,179490.0
Vertex Dynamics 10308,372285.0,371895.0,371166.0,370797.0,372748.0,375445.0,374896.0,376803.0
Hyper Tech 10309,225330.0,224390.0,223740.0,222855.0,223994.0,225128.0,227648.0,230368.0
Pioneer Labs 10310,259120.0,259703.0,261779.0,261779.0,264617.0,266175.0,267537.0,269662.0
Aurora Networks 10311,494320.0,494196.0,493768.0,495556.0,496750.0,499564.0,500562.0,501745.0
Epsilon Dynamics 10312,305472.0,306929.0,309783.0,309839.0,309759.0,310228.0,311176.0,312782.0
Aurora Global 10313,4050.0,4192.0,6732.0,5961.0,6336.0,5561.0,7999.0,7917.0
Stratus Dynamics 10314,339888.0,342387.0,343427.0,345098.0,347201.0,347622.0,347520.0,347029.0
Epsilon Labs 10315,296256.0,295498.0,296139.0,296529.0,297068.0,297841.0,297869.0,298860.0
Nimbus Industries 10316,256711.0,257107.0,257762.0,259501.0,258696.0,261044.0,262075.0,263220.0
Ultra Solutions 10317,319388.0,320751.0,323370.0,325916.0,326244.0,327566.0,328445.0,327730.0
Epsilon Networks 10318,301842.0,302718.0,301915.0,301590.0,303045.0,303736.0,304249.0,305638.0
Vertex Networks 10319,417280.0,420112.0,419736.0,421358.0,422774.0,425760.0,424957.0,426800.0
Aurora Tech 10320,159653.0,160510.0,160134.0,160702.0,160133.0,161105.0,161849.0,160950.0
Nimbus Dynamics 10321,204329.0,203684.0,203051.0,206019.0,208425.0,211409.0,211090.0,211107.0
Quantum Enterprises 10322,20692.0,21159.0,21785.0,23109.0,24533.0,23590.0,24629.0,23825.0
Delta Industries 10323,430386.0,430736.0,432780.0,433135.0,436126.0,438682.0,441297.0,440545.0
Zenith Solutions 10324,438784.0,440667.0,440777.0,440271.0,442992.0,442126.0,445109.0,447850.0
Vertex Corp 10325,257669.0,258160.0,257868.0,258215.0,259614.0,259782.0,261956.0,264473.0
Epsilon Labs 10326,95657.0,97211.0,100106.0,101778.0,101130.0,100996.0,100182.0,100311.0
Zenith Enterprises 10327,196055.0,195525.0,196452.0,198614.0,197743.0,198557.0,200398.0,199777.0
Delta Networks 10328,375925.0,377079.0,377288.0,380226.0,383118.0,382661.0,385110.0,385021.0
Stratus Holdings 10329,441519.0,440931.0,440519.0,442574.0,441797.0,442250.0,445057.0,445360.0
Pioneer Corp 10330,279488.0,282388.0,284887.0,284665.0,286732.0,288266.0,290230.0,292216.0
Quantum Labs 10331,307640.0,310502.0,312577.0,312097.0,314452.0,315707.0,317266.0,316861.0
Ultra Corp 10332,349859.0,351025.0,351899.0,352597.0,353191.0,355742.0,355190.0,357438.0
Delta Global 10333,359413.0,358602.0,357765.0,357158.0,358672.0,357677.0,357592.0,357316.0
Apex Dynamics 10334,332405.0,335171.0,337065.0,339283.0,340551.0,340862.0,341772.0,343312.0
Gamma Industries 10335,408631.0,409611.0,409403.0,411060.0,413834.0,416468.0,415616.0,417695.0
Nimbus Enterprises 10336,66050.0,68105.0,67864.0,67107.0,66119.0,68407.0,70011.0,72620.0
Beta Systems 10337,232111.0,233903.0,235730.0,238314.0,240605.0,242974.0,243622.0,244376.0
Fusion Systems 10338,99755.0,102050.0,101848.0,104055.0,105992.0,105755.0,106622.0,106568.0
Fusion Labs 10339,394700.0,396698.0,399598.0,401898.0,403273.0,403025.0,403338.0,404422.0
Gamma Industries 10340,141046.0,141079.0,144025.0,144502.0,143655.0,143388.0,143424.0,144341.0
Alpha Solutions 10341,148602.0,149537.0,150017.0,150394.0,150777.0,150836.0,152983.0,153173.0
Neo Solutions 10342,299584.0,300275.0,302448.0,302037.0,304768.0,306717.0,308768.0,310061.0
Cosmos Systems 10343,317976.0,318462.0,318181.0,318367.0,320509.0,320195.0,320337.0,321784.0
Quantum Enterprises 10344,62650.0,62604.0,63766.0,64139.0,65617.0,64924.0,64710.0,65872.0
Vertex Tech 10345,486650.0,486909.0,487467.0,489565.0,491115.0,491904.0,491851.0,493963.0
Helix Labs 10346,403279.0,404581.0,406260.0,408557.0,408457.0,408940.0,408622.0,408110.0
Epsilon Holdings 10347,289827.0,292301.0,294181.0,294508.0,297404.0,299511.0,301956.0,301528.0
Alpha Global 10348,208349.0,209597.0,211269.0,213161.0,213023.0,213128.0,215323.0,216904.0
Hyper Solutions 10349,433902.0,436518.0,438670.0,439908.0,439557.0,441814.0,442486.0,445276.0
Cosmos Industries 10350,472630.0,473237.0,473223.0,475349.0,478199.0,478135.0,478598.0,480369.0
Gamma Global 10351,222641.0,224742.0,225704.0,228599.0,230826.0,231799.0,234257.0,233859.0
Delta Systems 10352,453775.0,455527.0,456818.0,458886.0,460125.0,461419.0,462188.0,461244.0
Helix Networks 10353,116781.0,117692.0,119680.0,122074.0,121862.0,124650.0,125953.0,127174.0
Stratus Enterprises 10354,454997.0,455677.0,454968.0,454544.0,453793.0,453786.0,453664.0,453822.0
Cosmos Networks 10355,167641.0,169240.0,171370.0,171619.0,174333.0,176771.0,176242.0,175987.0
Gamma Networks 10356,384372.0,385578.0,386309.0,387891.0,389216.0,388263.0,389770.0,392203.0
Vertex Systems 10357,49131.0,50183.0,52318.0,53774.0,52786.0,52862.0,53759.0,54923.0
Nimbus Tech 10358,341650.0,341978.0,344158.0,344188.0,343562.0,343230.0,345348.0,345844.0
Helix Corp 10359,448049.0,449864.0,450625.0,452530.0,452088.0,454500.0,457153.0,460034.0
Nova Solutions 10360,124998.0,127824.0,129947.0,132269.0,133010.0,133008.0,132229.0,131325.0
Helix Enterprises 10361,72732.0,72592.0,73530.0,74917.0,77761.0,80223.0,80323.0,82008.0
Aurora Networks 10362,4068.0,3648.0,4821.0,4734.0,5362.0,4418.0,5966.0,7213.0
Helix Solutions 10363,71080.0,73907.0,76782.0,76063.0,77531.0,78936.0,78621.0,81175.0
Cosmos Enterprises 10364,162812.0,165749.0,166258.0,166070.0,168179.0,168396.0,170592.0,170888.0
Vertex Industries 10365,100051.0,99703.0,101370.0,103304.0,102506.0,102872.0,104823.0,104386.0
Aurora Holdings 10366,440795.0,443421.0,446083.0,445333.0,445510.0,444972.0,447617.0,448804.0
Zenith Networks 10367,397960.0,400553.0,401499.0,401769.0,403472.0,405643.0,407007.0,408048.0
Titan Labs 10368,28706.0,27967.0,27399.0,28717.0,31678.0,32737.0,34744.0,35006.0
Quantum Global 10369,134114.0,135242.0,134862.0,136564.0,139395.0,140688.0,142911.0,144387.0
Quantum Group 10370,326389.0,327735.0,328901.0,330589.0,331975.0,332906.0,333320.0,334629.0
Apex Tech 10371,185118.0,184526.0,187321.0,187357.0,187769.0,189389.0,189226.0,189831.0
Orbit Global 10372,17127.0,16239.0,15682.0,17872.0,18644.0,18723.0,18175.0,19132.0
Alpha Labs 10373,101067.0,103966.0,105419.0,105149.0,104831.0,106599.0,109056.0,110022.0
Beta Enterprises 10374,392315.0,391441.0,391298.0,391309.0,392305.0,395023.0,394740.0,393836.0
Vertex Dynamics 10375,195872.0,198840.0,198662.0,199364.0,199038.0,201986.0,204387.0,206298.0
Fusion Holdings 10376,491128.0,493574.0,493839.0,494628.0,497205.0,497662.0,496730.0,496718.0
Omni Global 10377,177906.0,179799.0,181565.0,181156.0,182140.0,184390.0,184159.0,184361.0
Zenith Dynamics 10378,194753.0,197491.0,198212.0,199501.0,199774.0,199368.0,199661.0,202101.0
Fusion Global 10379,123888.0,124843.0,126084.0,128992.0,130953.0,131444.0,133235.0,132758.0
Pioneer Systems 10380,391987.0,394869.0,394147.0,395985.0,395719.0,396386.0,398588.0,397697.0
Pioneer Corp 10381,309106.0,309007.0,309609.0,312027.0,314152.0,316195.0,316026.0,315547.0
Gamma Holdings 10382,484751.0,486117.0,486001.0,485544.0,487771.0,490534.0,493149.0,492781.0
Titan Industries 10383,440080.0,442202.0,441426.0,441364.0,444361.0,446202.0,448427.0,451383.0
Alpha Corp 10384,496404.0,496390.0,499095.0,499677.0,500400.0,500001.0,499288.0,500513.0
Vertex Networks 10385,287529.0,289419.0,288541.0,288232.0,288141.0,289726.0,289995.0,290803.0
Hyper Tech 10386,339922.0,340256.0,340400.0,341857.0,343606.0,344583.0,343708.0,344203.0
Cosmos Dynamics 10387,351428.0,353628.0,355646.0,356534.0,358773.0,360459.0,362774.0,363058.0
Pioneer Enterprises 10388,364513.0,366758.0,366220.0,367209.0,368714.0,367825.0,367568.0,366943.0
Hyper Corp 10389,20622.0,20077.0,21697.0,23673.0,23095.0,25442.0,25195.0,25213.0
Pioneer Corp 10390,454167.0,456975.0,457870.0,457664.0,459589.0,459811.0,461138.0,460235.0
Epsilon Holdings 10391,444067.0,443680.0,445914.0,446209.0,445580.0,445356.0,444823.0,446384.0
Alpha Enterprises 10392,264744.0,267509.0,270281.0,271633.0,271302.0,270465.0,270542.0,273287.0
Alpha Global 10393,118134.0,117308.0,120150.0,120175.0,120893.0,122061.0,121269.0,122660.0
Vertex Industries 10394,50636.0,51902.0,53044.0,52374.0,55201.0,55720.0,57734.0,58033.0
Neo Systems 10395,49321.0,50588.0,52708.0,52798.0,55179.0,57048.0,57730.0,59035.0
Pioneer Corp 10396,120277.0,122912.0,123558.0,122889.0,123067.0,124956.0,127024.0,129890.0
Nova Labs 10397,92346.0,91745.0,93611.0,94340.0,96395.0,98238.0,97289.0,97780.0
Quantum Networks 10398,141311.0,142152.0,143676.0,142863.0,143905.0,145460.0,147868.0,147898.0
Stratus Group 10399,255685.0,257042.0,257420.0,258074.0,258829.0,260368.0,259941.0,262395.0
Stratus Tech 10400,171786.0,171843.0,172729.0,174159.0,174679.0,176422.0,178558.0,178923.0
Gamma Solutions 10401,270398.0,270765.0,272316.0,271628.0,271937.0,271887.0,273872.0,273569.0
Apex Solutions 10402,393240.0,392306.0,393256.0,395328.0,395895.0,395274.0,397049.0,397434.0
Beta Tech 10403,117196.0,117029.0,117805.0,117305.0,120156.0,122907.0,123098.0,122625.0
Alpha Networks 10404,475519.0,476765.0,475938.0,477005.0,477077.0,479290.0,482218.0,482392.0
Helix Industries 10405,420002.0,419158.0,420831.0,422028.0,422137.0,421799.0,420858.0,423046.0
Alpha Networks 10406,432216.0,433379.0,433289.0,433953.0,436839.0,435975.0,435041.0,437529.0
Alpha Group 10407,344693.0,346111.0,347957.0,347022.0,346676.0,346468.0,346327.0,347113.0
Nova Dynamics 10408,30342.0,32135.0,33343.0,33123.0,33358.0,34536.0,36168.0,38280.0
Pioneer Labs 10409,6586.0,6565.0,5876.0,5346.0,5550.0,7682.0,6977.0,8718.0
Vertex Enterprises 10410,470340.0,470576.0,471609.0,473452.0,473306.0,472373.0,471587.0,474335.0
Cosmos Enterprises 10411,46656.0,46921.0,49034.0,50091.0,49763.0,49330.0,49680.0,51387.0
Neo Dynamics 10412,206532.0,207341.0,208379.0,209352.0,211985.0,214053.0,214578.0,214679.0
Zenith Dynamics 10413,331525.0,331507.0,334058.0,333493.0,336091.0,339076.0,338648.0,340622.0
Orbit Global 10414,234844.0,236442.0,235734.0,237797.0,237624.0,236899.0,236819.0,238240.0
Cosmos Global 10415,462040.0,463706.0,465914.0,465586.0,467780.0,467182.0,470125.0,469565.0
Nova Enterprises 10416,107945.0,107240.0,109663.0,110866.0,110375.0,110753.0,109778.0,110841.0
Pioneer Dynamics 10417,341540.0,342976.0,342490.0,344847.0,347552.0,349638.0,349376.0,351579.0
Helix Industries 10418,14073.0,14664.0,17079.0,17601.0,19563.0,20655.0,22886.0,23438.0
Cosmos Holdings 10419,423843.0,425732.0,425110.0,425373.0,425563.0,428160.0,430753.0,432674.0
Vertex Corp 10420,103502.0,105433.0,107366.0,108140.0,110196.0,112591.0,112537.0,113213.0
Helix Networks 10421,422432.0,424285.0,423735.0,422874.0,423328.0,425479.0,427613.0,430463.0
Nova Global 10422,382094.0,381297.0,381636.0,383567.0,383964.0,385722.0,386823.0,389654.0
Epsilon Corp 10423,148980.0,148253.0,150922.0,151973.0,151520.0,150546.0,150842.0,153629.0
Orbit Dynamics 10424,344723.0,346879.0,347182.0,348820.0,351682.0,353338.0,352573.0,352281.0
Cosmos Tech 10425,37859.0,37009.0,38652.0,40421.0,41946.0,41315.0,40351.0,39810.0
Ultra Networks 10426,456115.0,457140.0,457536.0,458762.0,460586.0,460901.0,460827.0,462856.0
Helix Global 10427,60051.0,63028.0,63691.0,65699.0,67228.0,67103.0,69596.0,72020.0
Apex Networks 10428,67224.0,68166.0,68718.0,69348.0,70589.0,73551.0,75104.0,75912.0
Nova Enterprises 10429,159974.0,159121.0,162016.0,162854.0,163034.0,162502.0,161859.0,161569.0
Alpha Labs 10430,10168.0,10035.0,11734.0,13782.0,13205.0,12923.0,14444.0,17166.0
Delta Industries 10431,92100.0,92247.0,92572.0,93807.0,93786.0,94576.0,94621.0,95851.0
Beta Enterprises 10432,415100.0,416968.0,417682.0,418599.0,419417.0,420170.0,422950.0,424585.0
Helix Industries 10433,128511.0,131327.0,133578.0,132618.0,135010.0,134189.0,133726.0,135938.0
Omni Systems 10434,187863.0,187415.0,189353.0,191345.0,192040.0,193313.0,193009.0,195970.0
Nimbus Dynamics 10435,401255.0,402297.0,404244.0,404000.0,405322.0,405517.0,407032.0,407889.0
Nimbus Global 10436,226668.0,229558.0,230462.0,230090.0,231572.0,231561.0,231873.0,233243.0
Neo Industries 10437,45298.0,46911.0,49189.0,50088.0,49951.0,52276.0,54326.0,55210.0
Hyper Group 10438,458791.0,458930.0,458645.0,457880.0,460485.0,460999.0,460383.0,459931.0
Vertex Networks 10439,72056.0,72486.0,72662.0,74077.0,76602.0,78415.0,79811.0,82203.0
Ultra Tech 10440,455601.0,458559.0,459487.0,459671.0,461492.0,463947.0,465384.0,468120.0
Gamma Solutions 10441,179282.0,181194.0,180683.0,183520.0,185227.0,185447.0,186688.0,187822.0
Helix Enterprises 10442,232707.0,235622.0,235851.0,236329.0,237722.0,240400.0,241771.0,243474.0
Nimbus Dynamics 10443,353225.0,354297.0,356129.0,355485.0,356566.0,357513.0,358032.0,357412.0
Beta Corp 10444,200291.0,203176.0,204570.0,206213.0,208945.0,210054.0,210540.0,210832.0
Ultra Holdings 10445,165621.0,166622.0,169111.0,169189.0,169140.0,169795.0,172620.0,175462.0
Alpha Corp 10446,177445.0,178272.0,178828.0,178949.0,179432.0,181412.0,182885.0,184744.0
Orbit Industries 10447,425864.0,425940.0,428162.0,427883.0,430484.0,430697.0,433189.0,434305.0
Zenith Solutions 10448,288489.0,289141.0,290073.0,290036.0,293030.0,295980.0,297007.0,299336.0
Omni Dynamics 10449,7095.0,7369.0,6559.0,8742.0,11564.0,10587.0,10314.0,12819.0
Omni Systems 10450,197243.0,197994.0,200099.0,201311.0,200572.0,203333.0,205855.0,206144.0
Nimbus Group 10451,295280.0,296879.0,299323.0,302283.0,303220.0,306011.0,306282.0,307719.0
Nimbus Corp 10452,353072.0,354332.0,356792.0,358931.0,359509.0,361192.0,363005.0,364140.0
Zenith Holdings 10453,261392.0,260946.0,261166.0,264087.0,264655.0,263863.0,266476.0,268351.0
Hyper Holdings 10454,278667.0,281005.0,282877.0,282758.0,284925.0,285901.0,286973.0,286666.0
Zenith Tech 10455,274652.0,275013.0,274609.0,275313.0,275439.0,274810.0,274233.0,276429.0
Quantum Labs 10456,178334.0,180410.0,181956.0,181539.0,181298.0,182837.0,181851.0,181264.0
Apex Networks 10457,366538.0,365690.0,367920.0,368646.0,369110.0,368392.0,369446.0,368658.0
Gamma Enterprises 10458,51441.0,52862.0,52380.0,54459.0,55371.0,57579.0,59449.0,59434.0
Omni Group 10459,478711.0,481061.0,482133.0,483189.0,485067.0,485812.0,485046.0,486805.0
Cosmos Dynamics 10460,384330.0,383350.0,385434.0,388392.0,389184.0,390604.0,389921.0,391071.0
Aurora Dynamics 10461,88500.0,90408.0,89650.0,91717.0,90851.0,93410.0,94768.0,94693.0
Titan Corp 10462,210868.0,213125.0,214771.0,216421.0,217139.0,216504.0,215901.0,215258.0
Apex Corp 10463,289668.0,289387.0,289766.0,290028.0,292121.0,293219.0,292849.0,295563.0
Nimbus Holdings 10464,437814.0,436828.0,436044.0,438456.0,437685.0,436953.0,435996.0,437918.0
Omni Enterprises 10465,299644.0,301432.0,303909.0,303707.0,304195.0,305704.0,308425.0,309588.0
Alpha Labs 10466,158203.0,160194.0,159708.0,160661.0,159843.0,161051.0,160315.0,160100.0
Quantum Enterprises 10467,41500.0,41671.0,44367.0,46607.0,49270.0,52036.0,53759.0,56100.0
Fusion Dynamics 10468,40804.0,40664.0,43302.0,43899.0,46126.0,46200.0,48144.0,48760.0
Beta Dynamics 10469,57307.0,58303.0,58246.0,59128.0,62121.0,64899.0,66952.0,66158.0
Quantum Networks 10470,390953.0,390195.0,391881.0,394300.0,395169.0,397249.0,399692.0,401769.0
Titan Solutions 10471,209192.0,210834.0,210808.0,211733.0,211425.0,210464.0,210595.0,212345.0
Beta Industries 10472,392013.0,391298.0,391193.0,392139.0,392127.0,393034.0,395495.0,394723.0
Aurora Dynamics 10473,162933.0,165854.0,165023.0,165177.0,164945.0,164831.0,167640.0,168996.0
Titan Global 10474,370834.0,370123.0,370515.0,370202.0,372912.0,375604.0,377482.0,378744.0
Orbit Industries 10475,326778.0,326491.0,327865.0,328064.0,328299.0,327712.0,329300.0,329592.0
Ultra Networks 10476,367985.0,370234.0,372377.0,373748.0,374111.0,374703.0,373713.0,376450.0
Fusion Tech 10477,200458.0,203244.0,205259.0,206134.0,206584.0,207149.0,208672.0,209530.0
Neo Networks 10478,247938.0,247320.0,247146.0,248076.0,250720.0,250217.0,252319.0,253664.0
Zenith Corp 10479,415459.0,415027.0,414342.0,415542.0,416541.0,416946.0,418107.0,417720.0
Aurora Solutions 10480,303492.0,305199.0,306392.0,307557.0,309348.0,311663.0,314644.0,316187.0
Zenith Group 10481,249157.0,249833.0,251937.0,252618.0,251909.0,252503.0,253031.0,255293.0
Delta Tech 10482,152066.0,155016.0,155841.0,156194.0,155396.0,158391.0,157452.0,159947.0
Epsilon Tech 10483,413303.0,414383.0,415737.0,415741.0,415709.0,416514.0,415898.0,418892.0
Nimbus Corp 10484,372419.0,373312.0,373094.0,375283.0,375864.0,376024.0,377281.0,379625.0
Zenith Systems 10485,397411.0,397808.0,397059.0,399850.0,401869.0,404108.0,405385.0,407791.0
Zenith Global 10486,367749.0,369981.0,372802.0,374951.0,374707.0,375610.0,377028.0,378464.0
